name,category,rating,reviews,installs,price,description,updated,developer
Pilates Workout at Home,Health & Fitness,4.828169,106688.0,"5,000,000+",0,"Pilates is a holistic exercise system that focuses on strengthening the core and enhancing flexibility, balance, and overall body fitness. Our free Pilates exercises effectively activate and strengthen your core muscles and other key areas like the abs, lower back, legs, butt and pelvic floor muscles, while promoting weight loss. 

Practicing Pilates has many benefits for health & weight loss. Similar to yoga, our Pilates exercises for Android can not only help weight loss, enhance muscle strength, and improve balance/flexibility, but can also enhance energy, promote relaxation, and even improve sleep quality.

🌟 <b>Strengthen muscles</b>
Pilates as a kind of weight loss exercise is highly effective in strengthening core and deep muscles in the abdomen, lower back, and pelvis, promoting overall body toning.
🌟 <b>Lose weight effectively</b>
With just a 30-day Pilates weight loss plan, you can transform your body into a more toned figure. Pilates is an effective weight loss tool for those looking to shed excess pounds. This low-impact exercise for Samsung, Redmi, or Motorola users engages multiple muscle groups simultaneously, effectively boosting weight loss results. 
🌟 <b>Enhance flexibility</b>
Worried about your body being too stiff? Through its gentle yet effective movements, Pilates gradually lengthens and stretches muscles, increasing flexibility and range of motion, leaving the body more supple and agile.
🌟 <b>Improve posture & relieve pain</b>
By strengthening muscles and promoting alignment, Pilates effectively addresses poor posture, making you look more upright and elegant. Moreover, it can effectively relieve shoulder, neck, and back pain caused by poor posture, helping you lose weight with less burden.
🌟 <b>Boost energy</b>
Pilates boosts energy by metabolizing stress hormones, relaxing muscles, accelerating weight loss, and incorporating specialized breathing exercises that enhance circulation throughout the body.

Extraordinary experience prepared by Pilates Workout at Home:
💗 <b>Personalized weight loss plan just for you</b>
Tailored plans for weight loss designed exclusively for your fitness journey.

💗 <b>Focus on your target areas</b>
Targeted exercises for abs, chest, buttocks, legs, arms, and the full body. 

💗 <b>Suitable for all levels</b>
Various plans and workouts for Android cater to both beginners and experienced enthusiasts.

💗 <b>No equipment needed</b>
Whether at home, at work, or outdoors, you can practice Pilates anytime, anywhere, all just with one workout app for Android.

💗 <b>Expert-designed plans and workouts</b>
Ensuring the highest quality and effectiveness in your Pilates routine, including science-based weight loss tips.

💗 <b>Various workouts to meet all your needs</b>
Meet all your fitness needs like weight loss or pain relief, allowing you to choose routines that align with your preferences.

💗 <b>Detailed video instructions</b>
Guiding you through each exercise, ensuring proper form and technique.

💗 <b>Smart progress tracker</b>
Helping to visualize your fitness journey and progress, keeping you motivated.

💗 <b>Daily reminders</b>
Keeping you on track, making it easy to maintain a consistent Pilates routine.

Take a few minutes each day for self-care, immerse yourself in the world of Pilates! With our Pilates Workout at Home for Android, your body will become leaner, more toned, and healthier, while you'll also experience a more joyful state of mind.",1737028446,EZ Health
Da Fit,Sports,3.942857,310996.0,"50,000,000+",0,"Description

- Use Da Fit Band to set, track, and follow your health data day and night.
- Monitor and track your sleep quality.
- Start every day feeling rested with gentle alarm.
- Gain insights from easy to view trends based your personal health data.
- Set your band to vibrate when you have incoming calls on your phone.",1735217854,MO YOUNG LTD
Splits Training in 30 Days,Health & Fitness,4.8458242,339830.0,"50,000,000+",0,"Splits Training is designed for all levels to <b>get full splits</b> step by step, even if you are a beginner. The mixing of static and dynamic splits helps you <b>improve flexibility</b> effectively and achieve results faster than you think. With about <b>10 min a day</b>, you’ll get closer and closer to the floor!

Productive stretches for splits in 30 days are suitable for men and women, adults and kids. You can customize your splits training based on your own preferences, <b>no equipment</b> needed.

Whether you want to do a full split for dance, ballet, gymnastics or martial arts, this training will help you get there.

<b>Why splits</b>?
Splits have been proven to prevent injuries, increase muscle strength, relieve muscle stiffness and give you better circulation.

<b>Improve your flexibility & balance</b>
Flexibility and balance are key to reducing the risk of injury during exercise. Splits stretch all your lower body muscles to increase your range of motion.

<b>Loosen your hip flexors</b>
Due to sitting at a desk all day, most people have extremely tight hip flexors, which can cause pain, especially in your lower back. Splits open up these areas to relieve your muscle tension.

<b>Deeply stretch your legs</b>
When doing splits, your legs will be stretching the whole time. Doctors will recommend splits as part of your exercise routine, especially if you’re doing activities such as running or biking.

<b>Boost your circulation</b>
Splits lengthen your muscles and improve your circulation by increasing blood flow to your muscles.

Please get your muscles warmed up before doing the splits. Splits need time; your muscles need time to stretch, recover and adapt to the new demands. Be patient, and stick to it; you’ll soon see progress.

<b>Features</b>
- Splits for all levels, splits for beginners, splits for men, splits for women, splits for kids
- Step-by-step directions on how to do the splits for all levels
- Effective formula to help achieve results fast
- Splits in 30 days
- Customize your own training plan
- Easy-to-follow instruction, animation and video guide
- Record your progress automatically
- Stretches for splits target all muscles you need to become super flexible

Exercise at home with home workout splits training
No need to go to the gym, this app provides home workout splits training that allows you to exercise at home, improve flexibility, and get full splits. This app is just like your personal trainer to teach you to exercise at home with effective home workout splits training. A few minutes a day, and you'll see great changes in weeks!

Do the splits at home
Do the splits at home with our well-designed splits training. New to splits? Don't worry, we'll provide you with detailed instructions and guide you throughout the splits training.",1737365145,Leap Fitness Group
Candy Crush Saga,Casual,4.6151366,38548311.0,"1,000,000,000+",0,"Enter the Candy Kingdom! Join millions of players in Candy Crush Saga, the iconic match-3 puzzle game from King. Enjoy sweet endless fun, with over a trillion matching levels played!

Match candies, create explosive combos, and solve delightful puzzles to advance through a world of sugary challenges. Outsmart tricky match-3 levels with clever strategies, earn tasty rewards, and unleash candy combos for a sugar blast that will leave you craving more!

BECOME THE MASTER OF THE CANDY KINGDOM

Enjoy a delicious variety of match-3 puzzles with new challenges added every two weeks! Each level brings fresh surprises and unique obstacles to master: blast chocolate, clear jelly, and spread sweetness in every matching move.

EXPERIENCE THE THRILL OF SWEET REWARDS

Spin the Daily Booster Wheel to win jelly fishes, boosters, and other sweet surprises that will bring you a sugar blast. Participate in special events and time-limited challenges to collect exclusive rewards and level up your candy-crushing game!

NEW WAYS TO MATCH CANDIES

Master unique matching game modes like Rainbow Rapids and Clear the Jelly, each offering exciting twists on the classic match-3 formula. Whether you're a casual player or a puzzle-solving professional, there’s a sweet adventure waiting for everyone.

A CANDY-COATED KINGDOM & COMMUNITY

Challenge friends to see who’s the ultimate Candy Crush match-3 master! Climb the leaderboard, share your progress, and team up for a sweeter match-3 experience. Play online or offline and connect with millions of fans worldwide for endless fun.

KEEP THE FUN GOING WITH MORE PUZZLE GAMES FROM KING

Looking for more fun in the Candy Kingdom? Explore other sugary match-3 games like Candy Crush Soda Saga and Candy Crush Friends Saga or discover other classics from King like Farm Heroes Saga and Pet Rescue Saga.

Candy Crush Saga is free to play but optional in-game items require payment. You can turn off the payment feature by disabling in-app purchases in your device’s settings.

By downloading Candy Crush Saga you agree to our terms of service which can be found at https://king.com/termsAndConditions

Do not sell my data: King shares your personal information with advertising partners to personalize ads. Learn more at https://king.com/privacyPolicy. If you wish to exercise your Do Not Sell My Data rights, you can do so by contacting us via the in-game help center or by going to https://soporto.king.com/contact

All Stars Tournament
Selected level 5+. 18+. In-game event 09:00 EDT 20 March to 03:00 EDT 27 April, 2025. Participating countries only. Win the in-game event and receive an invite to the live contest 11-13 June in California to compete for a share of $1,000,000 USD. Requires US travel. T&Cs: to.king.com/terms. App contains optional in-game purchases. © 2025 King.com Ltd.",1738844524,King
FITNESS SF,Health & Fitness,3.090909,22.0,"5,000+",0,"Stay connected like never before with the new & improved FITNESS SF App. Whether you're preparing for a session, crushing it at the gym, relaxing at home, or on the move, our app keeps you in the loop.

    • Speed up your check-in process with a simple, secure QR code scan
    • Enjoy the ease of personalized meal recommendations and nutrition coaching at your fingertips
    • Stay organized with quick access to check-ins, statements and booked sessions
    • Take control of your account and manage it with ease",1732703020,FITNESS SF
Alpha Progression Gym Tracker,Health & Fitness,4.8086643,14848.0,"1,000,000+",0,"<b>Gym Workout Planner & Tracker - Alpha Progression.</b>
Maximize your gains and track your gym workout routines & programs with Alpha Progression - the ultimate fitness app. Our app goes beyond creating a personalized workout plan; it empowers you to track your progress and achieve your fitness goals. With an extensive exercises database and expert recommendations, we provide the guidance you need to embark on an effective workout routine & muscle building journey.

<b>PERSONALIZED MUSCLE BUILDING & WEIGHT LIFTING WORKOUT PROGRAMS</b>
Experience gym workout plans backed by science, tailored to your objectives and needs. With Alpha Progression, you can choose your training frequency and target muscles during your gym workouts.

<b>GYM WORKOUT TRACKER - TRACK YOUR WORKOUT ROUTINES</b>
Our gym tracker feature includes a rep counter, weight lifting and RIR tracker, allowing you to monitor your progress. Our note-taking and gym log features help enhance your strength training. Plus, our convenient rest timer keeps you in sync with your next set.

<b>GYM WORKOUT PLANNER - REACH YOUR WEIGHT LIFTING GOALS</b>
We celebrate your achievements by providing a list of personal records and milestones. That way, we ensure you're constantly inspired and rewarded for your hard work. For both men or women, our app creates personalized strength training plans to elevate your gym workout routine & muscle building journey. You can create your own plans for added customization.

<b>PROGRESSION RECOMMENDATIONS</b>
Get the most out of your gym workout routine with our advanced algorithm. By analyzing your past workout programs & performances, we provide you with recommendations on weight lifting and reps, ensuring you achieve maximum muscle gain through progressive overload.

<b>VAST EXERCISE DATABASE - 690 VIDEOS</b>
With our extensive library of 690 exercise videos, you'll learn and perform each exercise with precision and safety. With our exercise evaluations you'll gain insights into the muscle building & strength training potential of each exercise. Categorized by targeted muscles and equipment, you’ll always find ideal gym workout programs.

<b>GET INSIGHTS</b>
Optimize your strength training with our graphs and insights. Visualize your workout programs history,  and analyze how your muscle building and strength training have evolved over time thanks to the gym tracker.

<b>COMPREHENSIVE PERIODIZATION</b>
You can structure your weight training & strength workouts in cycles and deloads. Also create a progressive plan where the number of sets and the level of effort (RIR) increase gradually week by week. This approach ensures progressive overload and promotes continuous gains, helping you maximize your results and achieve your fitness objectives.

<b>SHARE YOUR PLANS</b>
Share your gym workout planner, routines & programs with friends or coaching clients. Easily distribute your plans, allowing recipients to customize them according to their needs.

<b>DATA EXPORT</b>
Export your training data as a .csv file, compatible with apps like Excel. This feature enables you to analyze your statistics, easily tracking your progress

<b>SUBSCRIPTIONS</b>
Enjoy the free version of Alpha Progression, or unlock the full potential with our Pro version. Subscribing to Pro grants you access to exclusive features such as the plan generator, progression recommendations, graphical analytics, and more.

Do you have questions about the app? Please send us an email at info@alphaprogression.com

Terms of service: https://alphaprogression.com/terms
Privacy policy: https://alphaprogression.com/privacy",1737665772,Alpha Progression
New Fitness,Health & Fitness,0.0,0.0,"5,000+",0,"All the activities, classes and services at your disposal, to meet your goals and have fun while you take care of yourself. We help you to achieve it, supporting you, motivating you and providing you with the most modern facilities, with long hours so that time is not an excuse.
With our app, you will be able to see the available classes at any time, reserve and cancel your attendance, check the capacity, recharge your voucher ... all from the comfort of your home, just with your mobile. In addition, if you prefer, you can have access to our training module developed by highly qualified professionals and personalized for you according to your physical condition and objectives.
Do not hesitate, if you propose, we will help you achieve it. Download our app, and join our team.",1738660107,SPORT CONSULTING
Over Fifty Fitness,Health & Fitness,4.428571,63.0,"10,000+",0,"Finally, a fitness platform that gets you! Over Fifty Fitness creates workouts specifically for people over 50 who want to stay strong and active without the aches and pains. 

No more sorting through endless videos or trying to modify high-intensity programs meant for twenty-somethings. 

Our experienced instructors guide you through every move, making fitness both challenging and safe. With ready-made workout calendars and a friendly community cheering you on, staying fit after fifty has never been easier or more enjoyable!

▷ Already a Member? Sign-In to access your subscription.
▷ New? Try it for free! Subscribe in the app to get instant access.

Over Fifty Fitness offers auto-renewing subscriptions.
You'll receive unlimited access to content on all your devices. Payment is charged to your Account at confirmation of purchase. Pricing varies by location and is confirmed prior to purchase. Subscription automatically renews each month unless canceled at least 24 hours before the end of the current billing period, or the trial period (when offered). Cancel anytime in Account Settings.

For more information see our:
-Terms of Service: https://www.overfiftyfitness.co/terms-of-service/
-Privacy Policy: https://www.overfiftyfitness.co/privacy-policy/",1738692528,Over Fifty Fitness
New Image Fitness,Health & Fitness,2.6,122.0,"10,000+",0,"Join the New Image Fitness family and kick-start your fitness regime to reach all your goals!

Download the New Image Fitness app for free to get instant access to workouts for all fitness levels, assembly guides and more for the entire New Image range!

All-in-one app: Whether you want to lose weight, build muscle, be more flexible, or just want to get more out of life, our expert trainer’s have got you covered.

This is the home for the entire New Image Fitness range including Slim Cycle, FITT Cube, FITT Gym and many more!

1. Choose your product for workouts made especially for your machine or chose a “No Equipment Necessary” workout to strengthen, stretch or recover.
2. Top Fitness trainers from around the world will guide and motivate you no matter what your fitness level.
3. Customise your workout by selecting “Add to Playlist” so you can move from exercise to exercise without interruption.
4. Track and share your progress!
5. You can Filter your workouts by difficulty and the area of your body you want to focus on for further customisation.
 
Thank you! Your support will enable us to continue adding new workouts and features so there will always be something new to challenge you and keep you progressing on your fitness journey.

This app is managed by PixelBeard.",1723059533,High Street TV
New Age Fitness,Health & Fitness,,,"5,000+",0,"New Age Fitness Members App.

New Age Fitness Members App offers a full gym management software solution (B2B) that enhances the fitness experience by placing the focus on the individual and connecting the fitness industry with its members. 

The New Age Fitness Members App cuts the distance between gym-goers and PT’s in order to keep the communication channel open.


We bet you it’s been a while since you felt so very truly inspired and motivated to reach your fitness goals...

BORED WITH YOUR EXERCISE ROUTINE? Request a new workout plan! As an exerciser, you can create workouts and log training sessions that will automatically notify your trainer. 

WANT FEEDBACK FROM YOUR PT? You got it! Simply leave a comment for your trainer after you complete a workout. 

FEEL GOOD ABOUT YOUR FITNESS PROGRESS? Brag about your fitness achievements by sharing your results online. 

STILL READING? Well, why don’t you give New Age Fitness a try today! 

We love hearing from our members. Drop us a message with your feedback at app@membr.com 

N.B. You need to be a New Age Fitness member to use the app! If you’re curious about New Age Fitness, check out story at http://www.newagefitness.co.uk/",1739350220,Fit Cloud Technology Ltd
Epic Health and Fitness,Health & Fitness,,,"1,000+",0,"With the Epic Health and Fitness App, you can start tracking your workouts and meals, measuring results, and achieving your fitness goals, all with the help of your personal trainer.

- Access digital membership pass
- Enroll in classes
- Book appointments and view session balance
- Edit personal information and view membership details
- Stay up-to-date with announcements from your club
- Review training plans and track workouts
- Schedule workouts and stay committed by beating your personal bests
- Track progress towards your goals
- Manage your nutrition intake as prescribed by your coach
- Set health and fitness goals
- Message your coach in real-time
- Track body measurements and take progress photos
- Get push notification reminders for scheduled workouts and activities
- Connect to wearable devices like Fitbit and Withings to sync body stats instantly

Download the app today!",1735864942,Ignite Engagement 1
Chuze Fitness,Health & Fitness,3.71,109.0,"50,000+",0,"Welcome to the Chuze Fitness app!
This new and improved app will allow you to start a Chuze Fitness membership, sign up for a 7-day pass, book classes or amenities, access at-home workouts, participate in challenges, earn rewards points and more! Stay motivated and on track with this all-in-one app to support you on your health and fitness journey.",1738739092,"Rachas, Inc. Chuze Fitness"
Fitplan®: Gym & Home Workouts,Health & Fitness,3.9548872,5767.0,"1,000,000+",0,"Work out at home or in the gym with the largest roster of elite trainers ever assembled. Choose from Olympic athletes, bodybuilding pros, or dozens of the leading names in fitness who are here to motivate you, make you sweat, and help you achieve the body of your dreams. 

Whether you are a beginner or a pro, starting a plan is the first step toward being stronger, healthier, and happier than ever before! Working out has never been easier.

“I’ve been a Fitplan® app subscriber for over a year. I’ve tried many different plans and trainers. This app is amazing. From the technology down to its friendly design, the app can take your gym game further than you ever imagined. Never has it been easier to be trained by elite fitness instructors at a low price.” -kathsepsa

“I am 42, have had a gym membership since my 20’s, and Fitplan® app has finally inspired me to work out consistently. I imagine it’s mostly due to having a routine and knowing that the correct exercises are being utilized. Wish I had this app 10 years ago!” -SoccerDad40
 
Get instant step-by-step personal training and bodyweight workouts from the world’s top fitness experts. Lose weight, build muscle and sculpt your physique with Michelle Lewin, Jen Selter, Jeff Seid, Jimmy Lewin, Rob Gronkowski, and many more, with new trainers and plans frequently added.

Types of plans that you will find on the app include:

Home workouts
Bodybuilding
Bodyweight
HIIT Training
Booty Training
Weightlifting
Athletic Training
Hypertrophy
Functional Training
Bulking
Shredding and Weight Loss

Choose from dozens of personal training programs, designed by your favorite fitness experts. Work out at the gym, at home, or anywhere life takes you.

Don’t know where to begin or which plan to choose? Answer a few questions and we’ll recommend the best plans for you.

Follow our daily workouts with step-by-step HD video instruction.

See how your entire body transforms with your hard work and sweat!

Keep tabs on your weights, reps and time, and watch your results take shape.

Get involved with our community, make friends, and get motivated!

Try Fitplan® app free for 7 days.

Every subscription includes full access to our growing library of 100+ plans.

Access all plans with a subscription membership. Try our collection of single-day workouts for free.

Fitplan® App Links:
Instagram: @fitplan_app
Facebook: https://www.facebook.com/fitplaninc/
Support: support@fitplanapp.com

Note: Cancel any time by visiting settings in the app. If you cancel 24 hours before the 7-day trial is over then you will not be charged. If you cancel during the month period for which you've already paid (up to 24 hours before the next period starts), your subscription will continue until the end of that period.",1739307570,MVMNT Inc.
SilverSneakers GO,Health & Fitness,4.507109,2124.0,"100,000+",0,"SilverSneakers GO™ is the fitness app that makes it easy for you to get fit, stay active and develop healthy exercise habits.
 
With this app you’re getting: 
- A fitness location and class finder 
- National and Community classes, virtual and in-person 
- 200+ SilverSneakers On-Demand™ fitness and wellness videos 
- Step-by-Step Guided Workout programs for all fitness levels, including guided walks and meditations 
- Ability to schedule future or log past activities of any kind 
- Notifications for your scheduled activities 
- Health and wellness articles 
 
Choose from an abundance of different activities to suit your fitness needs. Whether you like to go to the gym or work out from home, you can find the right activities from classes to videos to general activities like walking, swimming and yoga. Get reminder notifications about your scheduled activities and never miss a beat with GO!",1680549110,"Tivity Health, Inc."
New Fitness Academia,Health & Fitness,,,"1,000+",0,"With the New Fitness Academy, all members of gyms that use EVO can take the training experience wherever they are! 
 See everything the New Fitness Academy offers for your training experience: 
 - Access your TRAININGS: information about exercises, loads and repetitions.
 - Consult the class AGENDA: check in, check timetables and reserve a place in the room.
 - NOTIFICATIONS: Academia New Fitness notifies you of your upcoming activities or if someone has sent you a message, so you don't run the risk of missing any more classes or that important message! 
 And much more!",1730727115,W12 EVO
Gym Workout Planner & Tracker,Health & Fitness,4.3909626,47771.0,"1,000,000+",0,"Shock your friends with your results!
This is the only workout app you'll ever need.

● Beginner & Pro workout routines designed by experts
● Biggest workout trainer and most complete gym workout app
● Acts as your own personal trainer
● Start training and transform your body

★ New to weight lifting and bodybuilding? No problem! We've got everything you need to get started.
★ Already working out? Our workout routines will take your strength training to the next level.

● Sharp videos, clear exercise photos
● Body weight and weight training exercises for toning, strength training, slimming and more...
● Full fitness solution for the gym: everything you need to get in shape and stay in shape!

Workout with confidence with everything you need to get great results at the gym. 

Use our workout plans as your personal trainer and see your body improve, fast! Get your work out buddy to try it as well and share the workouts you make with each other. Perfect app for starting your body building journey or taking your weight lifting to the next level!

Our expertly designed workout routines act as your workout guide giving you all the info you need to succeed and progress at the gym in the palm of your hand.

WORKOUT APP EXERCISE DATABASE
● Lots of exercises with 3000+ possible variations 
● Rich photos and hi-res videos of each exercise
● Easy-to-understand detailed descriptions 
● Search by muscle group, equipment type or keyword

WORKOUT ROUTINES
● Multiple gym workout routines to choose from
● Specific muscle-focused workouts and full body workouts designed to get you toned and strong
● The only gym app that supports Super-Sets
● Beginner, Intermediate & Expert routines 
● Cardio is mixed in to give you a full workout experience

FEATURES:
● Save all of your favorite exercises
● Modify and save any of our pre-made routines
● Create, or add your existing routine or workout program to the app
● Audio cues for your rest time in between sets 
● Choose from bodyweight, time-based, free weight or machine based workouts


WORKOUT JOURNAL:
● Gym Tracker: Access your workout history via your gym log
● Easily accessible workout log
● Get motivated by browsing your past workouts

This workout tracker and fitness coach is designed by Fitness22, the fitness and health brand trusted by millions.

● Get inspired with real life success stories
https://www.facebook.com/fitness22.apps
https://www.fitness22.com

● Get workout and health tips from our blog:
http://www.fitness22.com/blog

----- CONTACT US -----
Dear customers, we are here for you! 
Got Questions? Comments? Ideas? 
support@fitness22.com",1735241480,Fitness22
HotFit,Tools,3.4166667,1120.0,"100,000+",0,用于连接蓝牙手表，同步时间和消息推送，并实时获取运动数据等；,1727060759,mengyan
HOTWORX,Health & Fitness,1.7685186,1084.0,"100,000+",0,"The HOTWORX application is indented for members of our HOTWORX Studio facilities.  The purpose of this application is to encourage users to track their total amount of calories burned during a HOTWORX workout session, and to track their ""1-hour after-burn.""  A HOTWORX workout is 40 minutes, and the after-burn is 1 hour. The total session time will capture the calories burned for a total of 100 minutes.",1738739982,Planet Beach
SWET Hot Yoga Fitness,Health & Fitness,0.0,0.0,100+,0,"Experience S.W.E.T. HOT YOGA AND FITNESS's all-in-one app, your mobile connection to our studio! Download our app today for easy access to our schedule, book hot yoga, barre or power dance classes, purchase intro offers, memberships, class packs or drop-ins, manage your account, view promotions and events, get studio updates, and more. Discover how S.W.E.T. can help you achieve your goals, no matter where you are in your wellness and fitness journey.",1730120089,"Walla Software, Inc."
8th State Hot Yoga + Fitness,Health & Fitness,0.0,0.0,10+,0,"The 8th State Hot Yoga app is an all-in-one booking app for your fitness journey at 8th State Hot Yoga. With the app, you will be able to book new in-person classes, see the classes you have booked and be able to manage them. You will be able to edit your account details and the card on file with the app as well. The app supports visibility of schedule of all available classes. Click on the classes tab to explore and start your fitness journey with us.",1737454661,Momence
HOT YOGA UNLIMITED,Health & Fitness,,,100+,0,"Download the Hot Yoga Unlimited App today to plan and schedule your classes! From this mobile App you can view class schedules, sign-up for classes, as well as view the studio’s location information. Optimize your time and maximize the convenience of signing up for classes from your device! Download this App today!",1739168577,Branded Apps by MINDBODY
Crunch Fitness,Health & Fitness,4.7116103,3178.0,"1,000,000+",0,"The Crunch Fitness mobile app is a great way for Crunch members to enhance their fitness experience! With the app, you can:

- Check into the gym with ease.
- Track your gym check-ins and see your progress.
- Review and manage your group class bookings.
- Access and check your billing history.
- Record your workouts and set personal fitness goals.
- Connect your fitness wearable to track your activity seamlessly.

Download the Crunch Fitness app today and take control of your fitness journey!",1728989900,Crunch Gym
Hot Springs Health and Fitness,Health & Fitness,0.0,0.0,100+,0,"With the Hot Springs Health and Fitness App, you can start tracking your workouts and meals, measuring results, and achieving your fitness goals, all with the help of your personal trainer. 

- Access training plans and track workouts
- Access class schedules and sign up to participate in a class
- Schedule workouts and stay committed by beating your personal bests 
- Track progress towards your goals 
- Manage your nutrition intake as prescribed by your coach 
- Set health and fitness goals 
- Message your coach in real-time 
- Track body measurements and take progress photos
- Get push notification reminders for scheduled workouts and activities 
- Connect to wearable devices like Apple Watch (synced to Health app), Fitbit and etc to sync body stats instantly 

Download the app today!",1734548964,Ignite Engagement
Real Hot Yoga,Health & Fitness,3.4444444,19.0,"5,000+",0,"Download the Real Hot Yoga App today! It's the easiest way to view class schedules, sign-up for classes, as well as view the studio’s location information. Optimize your time and maximize the convenience of signing up for classes - all from your mobile device! Download this App today!",1739123988,MINDBODY Branded Apps
HIGH Fitness App,Health & Fitness,4.131579,45.0,"1,000+",0,"Introducing the HIGH Fitness app: Your one-stop-shop and virtual gateway to exhilarating group exercise workouts!


With three dynamic formats to choose from, and three ways to join in — whether it's Live Stream, On-Demand, or In-Person — there’s fresh new content every week. No matter your fitness level, there's something tailored for everyone.


Experience the flagship HIGH format — a vibrant fusion of high-energy, high-intensity workouts synced to your favorite tunes. Engage in exhilarating high-intensity training sessions that'll leave you pumped and energized.


Looking for a lower impact option? Enter LOW — a captivating blend of high-energy cardio with a focus on reduced impact and steady-state movements. Expect the same infectious energy, electrifying music, and fun-filled routines.


Unwind and rejuvenate with YO — our innovative group stretch class designed to make stretching enjoyable. Groove to music spanning genres and decades while you lengthen and strengthen your body in this no-impact workout.


No equipment or prior experience needed. Join live sessions or access on-demand classes led by top-notch instructors nationwide, all from the comfort of your home. Or, looking for in-person classes near you? Use our class finder to locate instructors nearby and drop in on a class! Prepare for an unparalleled workout experience filled with fun and excitement.


Plus, take advantage of the all-new HIGH Lifestyle community feature packed with exciting new content every week. Podcasts, blogs, forums, event tickets, discount codes to HIGH Fitness apparel, and other preferred brands, and so much more.


SUBSCRIPTION & PRICING TERMS


We offer 2 premium subscription plans: Monthly (1 month)or Annual (12 months). Unless canceled or auto-renew is turned off 24-hours before the end of subscription term or the 7-day trial period, you will be billed automatically based on your chosen subscription plan at the end of the free trial or on your subscription renewal date.


Manage your subscription and disable auto-renewal in your Account Settings after purchase or trial start.


Read full Terms of Service at: https://app.getterms.io/view/05jRl/tos/en-us


and Privacy Policy at: https://app.getterms.io/view/05jRl/privacy/en-us",1714433344,HIGH Fitness LP
Max Fitness App,Health & Fitness,0.0,0.0,"1,000+",0,"Our mission is to inspire and promote change – in people’s lives and our communities. It's real change for the better. We believe people are one workout away from beginning a journey to better health and fitness. It's a journey that will help you become the person you want to be. We stand ready to help – with affordable memberships, a friendly staff, clean facilities and a non-intimidating environment where all people “fit” in. So, welcome to MaxFitness. Join us in making a change for the better.",1693340501,ClubReady (Performance IQ)
HOTBOX Fitness,Health & Fitness,,,100+,0,"The HOTBOX Fitness app gives you an exclusive look into the most dope fitness experience EVER. Book classes, get first dibs on apparel drops, and interact with our supportive community. From playlists and events to pop-up classes, our app will keep you in the know!

To see more of what the HOTBOX fam is all about, visit us at www.hotbox.fitness",1738749820,HOTBOX 2.0
Hot 8 Yoga Studios,Health & Fitness,3.357143,33.0,"5,000+",0,"Download the Hot 8 Yoga mobile App today to plan and schedule your classes!  From this mobile App you can view class schedules, sign-up for classes, buy class packages, as well as view studio’s location information.  You can also click through to our Facebook and Twitter pages!  Optimize your time and maximize the convenience of signing up for classes from your mobile!  Download this App today!
Also be sure to check out our website at: http://hot8yoga.com/",1739168617,Branded Apps by MINDBODY
Hot Yoga Club,Health & Fitness,,,500+,0,"Download the Hot Yoga Club App today to plan and schedule your classes! From this mobile App you can view class schedules, sign up for classes, as well as view the studio’s location information. Optimise your time and maximise the convenience of signing up for classes from your device! Download this App today!",1739119628,Branded MINDBODY Apps
Ohh Yeah Fitness,Health & Fitness,5.0,12.0,"1,000+",0,"With the Ohh Yeah Fitness App, you can start tracking your workouts and meals, measuring results, and achieving your fitness goals, all with the help of your personal trainer. 

- Access training plans and track workouts
- Schedule workouts and stay committed by beating your personal bests 
- Track progress towards your goals 
- Manage your nutrition intake as prescribed by your coach 
- Set health and fitness goals 
- Message your coach in real-time 
- Track body measurements and take progress photos
- Get push notification reminders for scheduled workouts and activities 
- Connect to wearable devices like Apple Watch (synced to Health app), Fitbit and Withings to sync body stats instantly 

Download the app today!",1732920182,Ohh Yeah Fitness
